Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Samurai 7,2004,7.43,Finished,26,"['Action', 'Sci-Fi']",Other
Hokuto no Ken,1984,7.96,Finished,109,"['Action', 'Drama', 'Sci-Fi']",Manga
Samurai Flamenco,2013,6.88,Finished,22,"['Action', 'Comedy']",Original
Karakuri Circus,2018,7.15,Finished,36,"['Action', 'Adventure', 'Drama', 'Mystery']",Manga
One Punch Man 2nd Season Specials,2019,7.4,Finished,6,"['Action', 'Comedy']",Web manga
SSSS.Dynazenon,2021,7.43,Finished,12,"['Action', 'Sci-Fi']",Original
Kyoukai no Kanata: Shinonome,2014,7.63,Finished,1,"['Action', 'Fantasy']",Light novel
Sword Art Online II: Debriefing,2014,6.67,Finished,1,"['Action', 'Adventure', 'Fantasy']",Light novel
JoJo no Kimyou na Bouken,1993,7.47,Finished,6,"['Action', 'Adventure', 'Drama', 'Supernatural']",Manga
Toriko,2011,7.52,Finished,147,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Gourmet']",Manga
Donten ni Warau,2014,7.48,Finished,12,"['Action', 'Supernatural']",Manga
Fate/kaleid liner Prisma☆Illya 3rei!!,2016,7.49,Finished,12,"['Action', 'Comedy', 'Fantasy']",Manga
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,2022,5.95,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,1992,6.79,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Manga
Bleach: Memories in the Rain,2004,7.17,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Manga
Top wo Nerae! Gunbuster,1988,7.86,Finished,6,"['Action', 'Award Winning', 'Comedy', 'Drama', 'Sci-Fi']",Original
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,2015,6.91,Finished,1,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Hunter x Hunter: Original Video Animation,2002,8.31,Finished,8,"['Action', 'Adventure', 'Fantasy']",Manga
Konjiki no Gash Bell!!,2003,7.54,Finished,150,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
Kingdom 2nd Season,2013,8.32,Finished,39,['Action'],Manga
Fairy Tail x Rave,2013,7.14,Finished,1,"['Action', 'Adventure', 'Fantasy']",Source
Shingeki no Kyojin Movie 1: Guren no Yumiya,2014,7.78,Finished,1,"['Action', 'Drama']",Manga
Yozakura Quartet: Hana no Uta,2013,7.45,Finished,13,"['Action', 'Comedy', 'Supernatural']",Manga
Conception,2018,4.59,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Romance']",Game
Mars Red,2021,6.59,Finished,13,"['Action', 'Supernatural']",Other
Chain Chronicle: Haecceitas no Hikari,2017,6.55,Finished,12,"['Action', 'Adventure', 'Fantasy']",Source
Katsugeki/Touken Ranbu,2017,6.73,Finished,13,"['Action', 'Fantasy']",Game
Shigurui,2007,7.36,Finished,12,"['Action', 'Drama']",Manga
Shikabane Hime: Aka,2008,7.19,Finished,13,"['Action', 'Horror', 'Supernatural']",Source
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,1994,5.78,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,1992,6.83,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Manga
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,1989,6.63,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Manga
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,2011,6.82,Finished,1,"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",Light novel
Blade & Soul,2014,6.04,Finished,13,"['Action', 'Adventure', 'Fantasy']",Game
GetBackers,2002,7.57,Finished,49,"['Action', 'Mystery', 'Supernatural']",Manga
Hanyou no Yashahime: Sengoku Otogizoushi,2020,6.7,Finished,24,"['Action', 'Adventure', 'Fantasy']",Original
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,1993,7.11,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Manga
Strike the Blood III,2018,6.99,Finished,10,"['Action', 'Fantasy', 'Supernatural', 'Ecchi']",Source
Kurokami The Animation,2009,7.13,Finished,23,"['Action', 'Fantasy']",Manga
Coppelion,2013,6.47,Finished,13,"['Action', 'Drama', 'Sci-Fi']",Manga
Ansatsu Kyoushitsu: 365-nichi no Jikan,2016,7.35,Finished,1,"['Action', 'Comedy']",Manga
Noblesse: Awakening,2016,7.38,Finished,1,"['Action', 'Supernatural']",Web manga
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,1991,6.54,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Manga
RahXephon,2002,7.38,Finished,26,"['Action', 'Award Winning', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Original
Sidonia no Kishi: Daikyuu Wakusei Seneki,2015,7.72,Finished,12,"['Action', 'Sci-Fi']",Manga
Cop Craft,2019,6.71,Finished,12,"['Action', 'Fantasy', 'Mystery', 'Sci-Fi']",Light novel
Druaga no Tou: The Aegis of Uruk,2008,7.13,Finished,12,"['Action', 'Adventure', 'Fantasy']",Game
Senki Zesshou Symphogear,2012,7.03,Finished,13,"['Action', 'Sci-Fi']",Source
Persona 3 the Movie 1: Spring of Birth,2013,7.53,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Game
Quanzhi Gaoshou 2,2020,7.88,Finished,12,['Action'],Novel
Tsubasa Chronicle 2nd Season,2006,7.58,Finished,26,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",Manga
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,2005,7.32,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Game
Bleach: The Sealed Sword Frenzy,2006,6.97,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Ueki no Housoku,2005,7.72,Finished,51,"['Action', 'Adventure', 'Supernatural']",Manga
Seiken Gakuin no Makentsukai,2023,6.2,Finished,12,"['Action', 'Fantasy']",Light novel
Chiyu Mahou no Machigatta Tsukaikata,2024,7.49,Airing,13,"['Action', 'Fantasy']",Source
Witchblade,2006,7.21,Finished,24,"['Action', 'Drama', 'Sci-Fi']",Other
Senyuu.,2013,7.28,Finished,13,"['Action', 'Comedy', 'Fantasy']",Source
Yuusha ga Shinda!,2023,6.62,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",Web manga
Witch Hunter Robin,2002,7.24,Finished,26,"['Action', 'Drama', 'Mystery', 'Supernatural']",Original
Lupin III: Cagliostro no Shiro,1979,8.15,Finished,1,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Mystery']",Manga
Dragon Ball: Episode of Bardock,2011,7.21,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Manga
Mai-HiME,2004,7.41,Finished,26,"['Action', 'Fantasy', 'Girls Love']",Original
Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,2007,7.3,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",Game
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,2004,6.96,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Game
Hayate no Gotoku!!,2009,7.67,Finished,25,"['Action', 'Comedy', 'Romance']",Manga
Uchuu Senkan Yamato 2199,2012,8.32,Finished,26,"['Action', 'Drama', 'Sci-Fi']",Source
Hakkenden: Touhou Hakken Ibun,2013,7.39,Finished,13,"['Action', 'Fantasy', 'Mystery']",Manga
Accel World EX,2012,7.09,Finished,2,"['Action', 'Romance', 'Sci-Fi']",Light novel
Rewrite 2nd Season,2017,7.18,Finished,11,"['Action', 'Comedy', 'Romance', 'Supernatural']",Visual novel
World Trigger 3rd Season,2021,8.26,Finished,14,"['Action', 'Sci-Fi']",Manga
A.I.C.O. Incarnation,2018,6.53,Finished,12,"['Action', 'Sci-Fi']",Original
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,2016,7.32,Finished,1,"['Action', 'Adventure', 'Fantasy']",Original
Star Driver: Kagayaki no Takuto,2010,7.19,Finished,25,"['Action', 'Romance', 'Sci-Fi']",Original
Digimon Adventure tri. 1: Saikai,2015,7.43,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama']",Original
Ixion Saga DT,2012,7.13,Finished,25,"['Action', 'Comedy', 'Fantasy']",Game
Speed Grapher,2005,7.3,Finished,24,"['Action', 'Mystery', 'Supernatural']",Original
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,2015,7.27,Finished,1,['Action'],Original
Noir,2001,7.29,Finished,26,"['Action', 'Drama', 'Mystery']",Original
Blood Lad: Wagahai wa Neko de wa Nai,2013,7.11,Finished,1,"['Action', 'Comedy', 'Fantasy']",Manga
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,1990,6.58,Finished,1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Manga
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,2015,7.46,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Visual novel
Digimon Adventure Movie,1999,7.6,Finished,1,"['Action', 'Fantasy', 'Sci-Fi']",Original
Pokemon Sun & Moon,2016,6.9,Finished,146,"['Action', 'Fantasy']",Game
Fate/Prototype,2011,6.63,Finished,1,"['Action', 'Fantasy', 'Romance', 'Supernatural']",Original
Dansai Bunri no Crime Edge,2013,6.67,Finished,13,"['Action', 'Fantasy', 'Romance', 'Suspense']",Manga
Schwarzesmarken,2016,6.74,Finished,12,"['Action', 'Drama', 'Sci-Fi']",Source
Utawarerumono: Itsuwari no Kamen,2015,7.26,Finished,25,"['Action', 'Drama', 'Fantasy']",Visual novel
Tekkon Kinkreet,2006,7.94,Finished,1,"['Action', 'Adventure', 'Award Winning', 'Supernatural']",Manga
Orient,2022,6.61,Finished,12,"['Action', 'Adventure', 'Fantasy']",Manga
Heroic Age,2007,7.51,Finished,26,"['Action', 'Sci-Fi']",Original
Trinity Seven Movie 2: Heavens Library to Crimson Lord,2019,7.34,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
Shuumatsu no Walküre II,2023,7.51,Finished,10,"['Action', 'Drama', 'Fantasy']",Source
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),2023,7.62,Finished,24,['Action'],Manga
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,2022,7.68,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Light novel
Kekkaishi,2006,7.59,Finished,52,"['Action', 'Adventure', 'Supernatural']",Manga
Macross,1982,7.89,Finished,36,"['Action', 'Romance', 'Sci-Fi']",Original
Chaos Dragon: Sekiryuu Seneki,2015,5.62,Finished,12,"['Action', 'Fantasy']",Source
Luck & Logic,2016,6.05,Finished,12,"['Action', 'Fantasy']",Card game
Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,2019,7.15,Finished,1,"['Action', 'Sci-Fi']",Original
Tsugu Tsugumomo,2020,7.43,Finished,12,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",Manga
Bloodivores,2016,5.47,Finished,12,"['Action', 'Mystery', 'Supernatural']",Source
Radiant 2nd Season,2019,7.57,Finished,21,"['Action', 'Adventure', 'Fantasy']",Other
Phi Brain: Kami no Puzzle,2011,7.17,Finished,25,"['Action', 'Mystery', 'Suspense']",Original
Bakugan Battle Brawlers,2007,6.45,Finished,52,"['Action', 'Fantasy']",Original
Saint Seiya: The Lost Canvas - Meiou Shinwa,2009,7.98,Finished,13,"['Action', 'Adventure', 'Supernatural']",Manga
Kidou Senshi Gundam SEED Destiny,2004,7.18,Finished,50,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Original
Ao no Exorcist: Shimane Illuminati-hen,2024,7.26,Airing,12,"['Action', 'Fantasy']",Manga
Blame! Movie,2017,7.03,Finished,1,"['Action', 'Drama', 'Sci-Fi']",Manga
Comet Lucifer,2015,5.83,Finished,12,"['Action', 'Adventure', 'Fantasy']",Original
High Card,2023,7.17,Finished,12,"['Action', 'Fantasy']",Mixed media
Hand Shakers,2017,5.25,Finished,12,"['Action', 'Sci-Fi']",Original
Aquarion Evol,2012,7.08,Finished,26,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Source
Saihate no Paladin: Tetsusabi no Yama no Ou,2023,7.44,Finished,12,"['Action', 'Adventure', 'Fantasy']",Source
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,2005,7.76,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Manga
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",2012,7.43,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",Light novel
Girls & Panzer Movie,2015,8.18,Finished,1,"['Action', 'Award Winning']",Original
Afro Samurai: Resurrection,2009,7.34,Finished,1,"['Action', 'Adventure']",Original
High School Fleet,2016,7.31,Finished,12,['Action'],Original
Eiyuu Kyoushitsu,2023,6.07,Finished,12,"['Action', 'Fantasy', 'Ecchi']",Light novel
Quanzhi Gaoshou Specials,2018,8.13,Finished,3,['Action'],Novel
RWBY: Hyousetsu Teikoku,2022,6.35,Finished,12,['Action'],Other
Rozen Maiden: Träumend,2005,7.62,Finished,12,"['Action', 'Comedy', 'Drama', 'Fantasy']",Manga
InuYasha Movie 2: Kagami no Naka no Mugenjou,2002,7.67,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,2019,7.64,Finished,1,"['Action', 'Comedy', 'Supernatural']",Original
Kikansha no Mahou wa Tokubetsu desu,2023,7.09,Finished,12,"['Action', 'Fantasy']",Web manga
Date A Bullet: Dead or Bullet,2020,7.57,Finished,1,"['Action', 'Sci-Fi']",Light novel
Dog Days',2012,6.99,Finished,13,"['Action', 'Adventure', 'Fantasy']",Original
One Piece Movie 04: Dead End no Bouken,2003,7.52,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Mo Dao Zu Shi: Xian Yun Pian,2019,8.37,Finished,8,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",Web novel
Dragon Ball Super: Super Hero,2022,7.55,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Mahou Shoujo Lyrical Nanoha,2004,7.41,Finished,13,"['Action', 'Comedy', 'Drama', 'Fantasy']",Original
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,2017,7.13,Finished,1,"['Action', 'Horror', 'Mystery']",Visual novel
Black Blood Brothers,2006,7.09,Finished,12,"['Action', 'Comedy', 'Fantasy']",Source
InuYasha Movie 1: Toki wo Koeru Omoi,2001,7.56,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,2015,7.21,Finished,1,['Action'],Original
Arknights: Reimei Zensou,2022,7.09,Finished,8,"['Action', 'Fantasy']",Game
Pokemon Best Wishes!,2010,6.42,Finished,84,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Game
Rakuen Tsuihou,2014,7.3,Finished,1,"['Action', 'Sci-Fi']",Original
Inferno Cop,2012,7.22,Finished,13,"['Action', 'Comedy']",Original
Lupin III,1971,7.63,Finished,23,"['Action', 'Adventure', 'Comedy', 'Mystery']",Manga
Cike Wu Liuqi,2018,7.86,Finished,10,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']",Source
Cencoroll,2009,7.14,Finished,1,"['Action', 'Sci-Fi']",Original
Hidan no Aria AA,2015,6.22,Finished,12,"['Action', 'Comedy']",Manga
Blood-C: The Last Dark,2012,7.16,Finished,1,"['Action', 'Horror', 'Supernatural']",Original
Asura Cryin',2009,6.89,Finished,13,"['Action', 'Fantasy', 'Sci-Fi']",Light novel
InuYasha Movie 3: Tenka Hadou no Ken,2003,7.8,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,2018,7.38,Finished,1,"['Action', 'Comedy', 'Supernatural']",Web manga
Kengan Ashura Part 2,2019,7.68,Finished,12,['Action'],Web manga
Code Geass: Hangyaku no Lelouch I - Koudou,2017,7.88,Finished,1,"['Action', 'Sci-Fi']",Original
Kingdom 3rd Season,2020,8.82,Finished,26,['Action'],Source
Groove Adventure Rave,2001,7.21,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",Manga
Queen's Blade: Rurou no Senshi,2009,6.13,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",Other
Hyakka Ryouran: Samurai Bride,2013,6.71,Finished,12,"['Action', 'Comedy', 'Ecchi']",Light novel
One Piece Movie 02: Nejimaki-jima no Daibouken,2001,7.1,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Gantz:O,2016,7.4,Finished,1,"['Action', 'Drama', 'Horror', 'Sci-Fi']",Manga
Nobunaga the Fool,2014,6.64,Finished,24,"['Action', 'Sci-Fi']",Other
Kidou Senshi Gundam Unicorn,2010,8.09,Finished,7,"['Action', 'Drama', 'Sci-Fi']",Novel
Majo to Yajuu,2024,7.16,Airing,12,"['Action', 'Fantasy']",Manga
Guilty Crown: Lost Christmas - An Episode of Port Town,2012,6.88,Finished,1,"['Action', 'Drama', 'Sci-Fi']",Original
Full Metal Panic! Invisible Victory,2018,7.57,Finished,12,['Action'],Light novel
Naruto SD: Rock Lee no Seishun Full-Power Ninden,2012,7.17,Finished,51,"['Action', 'Comedy']",Manga
Dead Mount Death Play Part 2,2023,7.5,Finished,12,"['Action', 'Fantasy', 'Supernatural']",Manga
Hellsing: The Dawn,2011,7.12,Finished,3,"['Action', 'Horror', 'Supernatural']",Manga
Spy x Family Movie: Code: White,2023,8.21,Finished,1,"['Action', 'Comedy']",Source
FLCL Alternative,2018,6.49,Finished,1,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']",Revoroot
Kurozuka,2008,6.86,Finished,12,"['Action', 'Drama', 'Horror', 'Romance', 'Sci-Fi']",Manga
B: The Beginning Succession,2021,6.2,Finished,6,"['Action', 'Mystery', 'Supernatural', 'Suspense']",Original
Psycho-Pass 3: First Inspector,2020,7.79,Finished,3,"['Action', 'Mystery', 'Sci-Fi']",Original
Shironeko Project: Zero Chronicle,2020,5.39,Finished,12,"['Action', 'Adventure', 'Fantasy']",Game
Tetsuwan Birdy Decode,2008,7.42,Finished,13,"['Action', 'Comedy', 'Sci-Fi']",Manga
The Big O,1999,7.53,Finished,26,"['Action', 'Mystery', 'Sci-Fi']",Original
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,2017,7.93,Finished,1,"['Action', 'Fantasy']",Manga
High School DxD Hero: Taiikukan-ura no Holy,2018,6.95,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Eureka Seven AO,2012,6.65,Finished,24,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Manga
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,2019,7.72,Finished,1,"['Action', 'Sci-Fi']",Original
Strike the Blood: Valkyria no Oukoku-hen,2015,7.23,Finished,2,"['Action', 'Fantasy', 'Supernatural', 'Ecchi']",SILVER LINK.
Scrapped Princess,2003,7.38,Finished,24,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",Light novel
Erementar Gerad,2005,7.24,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Muv-Luv Alternative: Total Eclipse,2012,7.09,Finished,24,"['Action', 'Drama', 'Sci-Fi']",Source
Tsubasa: Tokyo Revelations,2007,8.27,Finished,3,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",Manga
Break Blade,2014,7.24,Finished,12,"['Action', 'Fantasy']",Source
Psycho-Pass: Sinners of the System Case.2 - First Guardian,2019,7.47,Finished,1,"['Action', 'Sci-Fi']",Original
Shinmai Maou no Testament Departures,2018,6.91,Finished,1,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Scarlet Nexus,2021,5.7,Finished,26,"['Action', 'Sci-Fi']",Game
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II Part 2",2024,0.0,Not yet aired,?,"['Action', 'Fantasy']",Light novel
Tokyo Majin Gakuen Kenpucho: Tou,2007,7.05,Finished,14,"['Action', 'Drama', 'Horror', 'Supernatural']",Source
Jouran: The Princess of Snow and Blood,2021,6.1,Finished,12,"['Action', 'Fantasy']",Original
Ulysses: Jehanne Darc to Renkin no Kishi,2018,5.34,Finished,12,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Dead Leaves,2004,7.2,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Original
InuYasha Movie 4: Guren no Houraijima,2004,7.55,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Kakumeiki Valvrave 2nd Season,2013,7.25,Finished,12,"['Action', 'Sci-Fi']",Original
Golden Kamuy 4th Season,2022,8.13,Finished,13,"['Action', 'Adventure']",Manga
Code Geass: Hangyaku no Lelouch III - Oudou,2018,7.97,Finished,1,"['Action', 'Sci-Fi']",Original
Enen no Shouboutai: San no Shou,0000,0.0,Not yet aired,?,"['Action', 'Fantasy', 'Sci-Fi']",Manga
Terra Formars: Revenge,2016,6.64,Finished,13,"['Action', 'Horror', 'Sci-Fi']",Source
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,2008,6.89,Finished,1,"['Action', 'Adventure', 'Fantasy']",Game
Jigokuraku 2nd Season,0000,0.0,Not yet aired,?,"['Action', 'Adventure', 'Fantasy']",Manga
Mahou Shoujo ni Akogarete,2024,7.52,Airing,13,"['Action', 'Comedy', 'Fantasy', 'Girls Love', 'Ecchi']",Web manga
Ling Qi,2016,7.18,Finished,20,"['Action', 'Boys Love', 'Comedy', 'Supernatural']",Web manga
Mushibugyou,2013,7.29,Finished,26,"['Action', 'Adventure', 'Fantasy']",Manga
Star Wars: Visions,2021,7.1,Finished,9,"['Action', 'Adventure', 'Sci-Fi']",Kinema Citrus
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,2003,6.76,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Rolling☆Girls,2015,6.59,Finished,12,"['Action', 'Adventure', 'Sci-Fi']",Original
Mikagura Gakuen Kumikyoku (TV),2015,6.67,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Girls Love']",Mixed media
Concrete Revolutio: Choujin Gensou,2015,6.65,Finished,13,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Original
BlazBlue: Alter Memory,2013,6.08,Finished,12,"['Action', 'Fantasy']",Source
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,2016,7.13,Finished,1,['Action'],Original
Buddy Complex,2014,7.12,Finished,13,"['Action', 'Sci-Fi']",Original
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,2020,6.87,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Game
Pokemon Movie 12: Arceus Choukoku no Jikuu e,2009,7.03,Finished,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",Game
Koukaku Kidoutai 2.0,2008,7.97,Finished,1,"['Action', 'Sci-Fi']",Manga
Togainu no Chi,2010,6.23,Finished,12,"['Action', 'Boys Love', 'Sci-Fi', 'Suspense']",Visual novel
Vampire Hunter D,1985,7.0,Finished,1,"['Action', 'Horror', 'Sci-Fi', 'Supernatural']",Source
Urusei Yatsura,1981,7.73,Finished,195,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Source
Pokemon (2019),2019,7.56,Finished,136,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Game
Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,2006,6.78,Finished,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",Game
Helck,2023,7.28,Finished,24,"['Action', 'Fantasy']",Web manga
Shingeki no Kyojin: Chronicle,2020,7.77,Finished,1,"['Action', 'Drama']",Manga
One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,2002,6.85,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou,2012,6.75,Finished,7,['Action'],Light novel
ViVid Strike!,2016,7.0,Finished,12,"['Action', 'Drama']",Original
Seirei Gensouki 2nd Season,2024,0.0,Not yet aired,?,"['Action', 'Adventure', 'Fantasy', 'Romance']",Light novel
Hakuouki: Hekketsuroku,2010,7.56,Finished,10,"['Action', 'Drama', 'Supernatural']",Visual novel
Overlord Movie 1: Fushisha no Ou,2017,7.62,Finished,1,"['Action', 'Fantasy']",Light novel
Oemojisangjuui,2022,7.47,Finished,8,"['Action', 'Drama', 'Supernatural']",Web manga
Strike the Blood IV,2020,6.96,Finished,12,"['Action', 'Fantasy', 'Supernatural', 'Ecchi']",Light novel
Persona 3 the Movie 2: Midsummer Knight's Dream,2014,7.61,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Game
Assault Lily: Bouquet,2020,6.48,Finished,12,"['Action', 'Fantasy']",Mixed media
Owari no Seraph: Kyuuketsuki Shahar,2016,7.18,Finished,1,"['Action', 'Drama', 'Supernatural']",Manga
Touken Ranbu: Hanamaru,2016,6.82,Finished,12,"['Action', 'Comedy', 'Fantasy']",Game
Kidou Senshi Gundam: Suisei no Majo Season 2,2023,7.94,Finished,12,"['Action', 'Sci-Fi']",Original
Vandread,2000,7.16,Finished,13,"['Action', 'Sci-Fi', 'Ecchi']",Original
Break Blade Movie 1: Kakusei no Toki,2010,7.63,Finished,1,"['Action', 'Fantasy']",Source
Shakugan no Shana S,2009,7.33,Finished,4,"['Action', 'Drama', 'Fantasy', 'Romance']",Light novel
Mahou Shoujo Tokushusen Asuka,2019,6.33,Finished,12,"['Action', 'Drama', 'Fantasy']",Manga
Brotherhood: Final Fantasy XV,2016,6.9,Finished,5,['Action'],Game
Strike Witches 2,2010,7.29,Finished,12,"['Action', 'Sci-Fi', 'Ecchi']",Original
One Piece Movie 05: Norowareta Seiken,2004,7.12,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,2016,6.75,Finished,1,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Da Wang Rao Ming,2021,7.5,Finished,12,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Novel
Yasuke,2021,5.76,Finished,6,"['Action', 'Fantasy']",Other
Steamboy,2004,7.31,Finished,1,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Original
Kyoukaisenjou no Horizon II,2012,7.49,Finished,13,"['Action', 'Fantasy', 'Sci-Fi']",Light novel
s.CRY.ed,2001,7.36,Finished,26,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Original
Persona: Trinity Soul,2008,6.51,Finished,26,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",Original
The Animatrix,2003,7.3,Finished,9,"['Action', 'Drama', 'Sci-Fi']",Studio 4°C
X,2001,7.39,Finished,24,"['Action', 'Drama', 'Fantasy', 'Mystery']",Manga
