Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,2000,8.21,Finished,1,"['Award Winning', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Manga
Ichigo 100%,2005,6.62,Finished,12,"['Comedy', 'Romance', 'Ecchi']",Manga
Sora no Aosa wo Shiru Hito yo,2019,7.48,Finished,1,"['Drama', 'Romance', 'Supernatural']",Original
"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella",2018,6.56,Finished,1,"['Comedy', 'Romance']",Manga
Hayate no Gotoku!!,2009,7.67,Finished,25,"['Action', 'Comedy', 'Romance']",Manga
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,2012,7.03,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Light novel
Accel World EX,2012,7.09,Finished,2,"['Action', 'Romance', 'Sci-Fi']",Light novel
Rewrite 2nd Season,2017,7.18,Finished,11,"['Action', 'Comedy', 'Romance', 'Supernatural']",Visual novel
Star Driver: Kagayaki no Takuto,2010,7.19,Finished,25,"['Action', 'Romance', 'Sci-Fi']",Original
Rec,2006,7.28,Finished,9,"['Comedy', 'Romance']",Manga
Bishoujo Senshi Sailor Moon: Sailor Stars,1996,7.95,Finished,34,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Manga
Uta no☆Prince-sama♪ Maji Love 2000%,2013,7.18,Finished,13,"['Comedy', 'Romance']",Visual novel
Fate/Prototype,2011,6.63,Finished,1,"['Action', 'Fantasy', 'Romance', 'Supernatural']",Original
Hiiro no Kakera,2012,6.7,Finished,13,"['Fantasy', 'Romance']",Visual novel
Hatsukoi Monster,2016,5.46,Finished,12,"['Comedy', 'Romance']",Manga
Aura: Maryuuin Kouga Saigo no Tatakai,2013,7.31,Finished,1,"['Drama', 'Romance']",Light novel
Dansai Bunri no Crime Edge,2013,6.67,Finished,13,"['Action', 'Fantasy', 'Romance', 'Suspense']",Manga
RDG: Red Data Girl,2013,6.56,Finished,12,"['Drama', 'Fantasy', 'Romance']",Novel
Trinity Seven Movie 2: Heavens Library to Crimson Lord,2019,7.34,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
Ai Yori Aoshi,2002,7.1,Finished,24,"['Comedy', 'Drama', 'Romance']",Manga
Sankarea OVA,2012,7.2,Finished,2,"['Comedy', 'Horror', 'Romance', 'Supernatural', 'Ecchi']",Manga
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,2022,7.68,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Light novel
Monster Musume no Iru Nichijou OVA,2016,7.12,Finished,2,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
Macross,1982,7.89,Finished,36,"['Action', 'Romance', 'Sci-Fi']",Original
Full Moon wo Sagashite,2002,7.94,Finished,52,"['Comedy', 'Drama', 'Romance', 'Supernatural']",Manga
Net-juu no Susume Special,2017,7.34,Finished,1,"['Comedy', 'Romance']",Web manga
Kidou Senshi Gundam SEED Destiny,2004,7.17,Finished,50,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Original
Megami no Café Terrace,2023,7.32,Finished,12,"['Comedy', 'Romance', 'Ecchi']",Manga
Metropolis,2001,7.52,Finished,1,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",Manga
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,2013,7.38,Finished,1,"['Comedy', 'Romance']",Light novel
Hachimitsu to Clover II,2006,8.19,Finished,12,"['Drama', 'Romance']",Manga
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",2023,7.68,Finished,1,"['Comedy', 'Romance']",Light novel
Aquarion Evol,2012,7.08,Finished,26,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Source
Sugar Apple Fairy Tale,2023,7.45,Finished,12,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Light novel
Momokuri,2015,7.05,Finished,26,"['Comedy', 'Romance']",Web manga
InuYasha Movie 2: Kagami no Naka no Mugenjou,2002,7.67,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,2013,7.1,Finished,1,"['Comedy', 'Romance']",Manga
Fruits Basket: Prelude,2022,8.41,Finished,1,"['Drama', 'Romance']",Manga
Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,2023,7.78,Finished,1,"['Drama', 'Romance', 'Supernatural']",Light novel
Peach Girl,2005,6.93,Finished,25,"['Drama', 'Romance']",Manga
InuYasha Movie 1: Toki wo Koeru Omoi,2001,7.56,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Aishiteruze Baby★★,2004,7.44,Finished,26,"['Comedy', 'Drama', 'Romance']",Manga
Working!!! Lord of the Takanashi,2016,8.14,Finished,1,"['Comedy', 'Romance']",4-koma manga
Nagasarete Airantou,2007,7.22,Finished,26,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
Cike Wu Liuqi,2018,7.86,Finished,10,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']",Source
InuYasha Movie 3: Tenka Hadou no Ken,2003,7.8,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Hatsukoi Limited.,2009,7.27,Finished,12,"['Comedy', 'Romance']",Manga
Hanbun no Tsuki ga Noboru Sora,2006,7.46,Finished,6,"['Drama', 'Romance']",Light novel
Sola,2007,7.18,Finished,13,"['Drama', 'Romance', 'Supernatural']",Manga
Toaru Hikuushi e no Koiuta,2014,7.15,Finished,13,"['Adventure', 'Drama', 'Romance']",Light novel
Groove Adventure Rave,2001,7.21,Finished,51,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",Manga
Konbini Kareshi,2017,6.27,Finished,12,['Romance'],Mixed media
Uchi no Kaisha no Chiisai Senpai no Hanashi,2023,6.91,Finished,12,"['Comedy', 'Romance']",Web manga
Kiniro no Corda: Primo Passo,2006,7.42,Finished,25,['Romance'],Visual novel
Nisekoi: OVA,2016,7.05,Finished,2,"['Comedy', 'Romance']",Manga
Val x Love,2019,5.9,Finished,12,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
Maburaho,2003,6.73,Finished,24,"['Comedy', 'Drama', 'Romance', 'Ecchi']",Light novel
Saishuu Heiki Kanojo,2002,7.14,Finished,13,"['Drama', 'Romance', 'Sci-Fi']",Manga
To LOVE-Ru Darkness 2nd Specials,2016,7.55,Finished,2,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Versailles no Bara,1979,8.33,Finished,40,"['Drama', 'Romance']",Manga
Kurozuka,2008,6.86,Finished,12,"['Action', 'Drama', 'Horror', 'Romance', 'Sci-Fi']",Manga
Beelzebub-jou no Okinimesu mama.,2018,7.23,Finished,12,"['Comedy', 'Fantasy', 'Romance']",4-koma manga
Saiunkoku Monogatari,2006,7.89,Finished,39,"['Adventure', 'Fantasy', 'Romance']",Light novel
H2O: Footprints in the Sand,2008,6.99,Finished,12,"['Drama', 'Romance']",Visual novel
High School DxD Hero: Taiikukan-ura no Holy,2018,6.95,Finished,1,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,2014,7.41,Finished,2,"['Comedy', 'Romance']",Manga
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,2023,5.43,Finished,12,"['Adventure', 'Fantasy', 'Romance']",Light novel
Erementar Gerad,2005,7.24,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Tsubasa: Tokyo Revelations,2007,8.27,Finished,3,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",Manga
Hiyokoi,2010,7.27,Finished,1,['Romance'],Manga
Negima!?,2006,6.94,Finished,26,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Source
Shinmai Maou no Testament Departures,2018,6.91,Finished,1,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Ulysses: Jehanne Darc to Renkin no Kishi,2018,5.34,Finished,12,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Nerawareta Gakuen,2012,6.89,Finished,1,"['Romance', 'Sci-Fi']",Novel
InuYasha Movie 4: Guren no Houraijima,2004,7.55,Finished,1,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
Ushinawareta Mirai wo Motomete,2014,6.72,Finished,12,"['Drama', 'Romance', 'Sci-Fi']",Visual novel
HaruChika: Haruta to Chika wa Seishun suru,2016,6.33,Finished,12,"['Mystery', 'Romance']",Novel
Girls Bravo: Second Season,2005,6.6,Finished,13,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",Manga
R-15,2011,6.42,Finished,12,"['Comedy', 'Romance', 'Ecchi']",Light novel
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,2011,6.08,Finished,12,"['Comedy', 'Romance', 'Ecchi']",Manga
Jaku-Chara Tomozaki-kun 2nd Stage,2024,7.2,Airing,13,"['Drama', 'Romance']",Light novel
Tonikaku Kawaii: Seifuku,2022,7.72,Finished,1,"['Comedy', 'Romance']",Manga
KimiKiss Pure Rouge,2007,7.27,Finished,24,"['Drama', 'Romance']",Visual novel
Aishen Qiaokeli-ing...,2015,6.81,Finished,15,"['Comedy', 'Romance']",Web manga
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",2023,7.19,Finished,12,"['Comedy', 'Fantasy', 'Romance']",Source
Norn9: Norn+Nonet,2016,6.55,Finished,12,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",Source
Boku ga Aishita Subete no Kimi e,2022,7.48,Finished,1,"['Romance', 'Sci-Fi']",Novel
Kimi to Boku. 2,2012,7.92,Finished,13,"['Comedy', 'Romance']",Manga
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,2011,6.65,Finished,12,"['Comedy', 'Drama', 'Romance', 'Ecchi']",Visual novel
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",2024,7.83,Airing,12,"['Fantasy', 'Romance']",Source
Urusei Yatsura,1981,7.73,Finished,195,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Source
Kanojo mo Kanojo Season 2,2023,7.04,Finished,12,"['Comedy', 'Romance']",Manga
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,2023,7.22,Finished,12,"['Comedy', 'Fantasy', 'Romance']",Light novel
Sankarea: Wagahai mo... Zombie de Aru...,2012,7.2,Finished,1,"['Comedy', 'Horror', 'Romance', 'Supernatural', 'Ecchi']",Manga
Temple,2023,6.72,Finished,12,"['Comedy', 'Romance', 'Ecchi']",Web manga
Seirei Gensouki 2nd Season,2024,0.0,Not yet aired,?,"['Action', 'Adventure', 'Fantasy', 'Romance']",Light novel
To LOVE-Ru Darkness 2nd OVA,2016,7.52,Finished,3,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Mind Game,2004,7.78,Finished,1,"['Adventure', 'Avant Garde', 'Award Winning', 'Comedy', 'Romance']",Manga
Love Hina Again,2002,7.21,Finished,3,"['Comedy', 'Romance', 'Ecchi']",Manga
Koi Kaze,2004,7.02,Finished,13,"['Drama', 'Romance']",Manga
Shakugan no Shana S,2009,7.33,Finished,4,"['Action', 'Drama', 'Fantasy', 'Romance']",Light novel
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,2001,7.97,Finished,2,"['Drama', 'Romance']",Manga
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,2016,6.75,Finished,1,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Code:Realize - Sousei no Himegimi,2017,6.66,Finished,12,"['Fantasy', 'Romance']",Visual novel
Kidou Senshi Gundam: Dai 08 MS Shoutai,1996,8.01,Finished,12,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",Original
Nobunaga-sensei no Osanazuma,2019,5.31,Finished,12,"['Comedy', 'Romance', 'Ecchi']",Manga
Natsuyuki Rendezvous,2012,7.26,Finished,11,"['Drama', 'Romance', 'Supernatural']",Manga
Sasami-san@Ganbaranai,2013,6.66,Finished,12,"['Comedy', 'Romance', 'Supernatural']",Light novel
Mahoutsukai no Yome Season 2 Part 2,2023,7.88,Finished,12,"['Drama', 'Fantasy', 'Romance']",Manga
Kimi wo Aishita Hitori no Boku e,2022,7.4,Finished,1,"['Romance', 'Sci-Fi']",Novel
Mermaid Melody Pichi Pichi Pitch,2003,7.18,Finished,52,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",SynergySP
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",2024,6.86,Airing,12,"['Adventure', 'Fantasy', 'Romance']",Light novel
Tasogare Otome x Amnesia: Taima Otome,2012,7.49,Finished,1,"['Horror', 'Mystery', 'Romance', 'Supernatural']",Manga
Tenchi Muyou!,1995,7.42,Finished,26,"['Comedy', 'Romance', 'Sci-Fi']",Original
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",2016,7.71,Finished,1,"['Drama', 'Fantasy', 'Romance']",Manga
Nekopara OVA,2017,6.93,Finished,1,"['Comedy', 'Romance']",Source
Honobono Log,2016,7.33,Finished,10,"['Romance', 'Slice of Life']",Picture book
Macross Δ,2016,7.28,Finished,26,"['Action', 'Romance', 'Sci-Fi']",Original
Sousei no Aquarion,2005,7.09,Finished,26,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Original
"Omoi, Omoware, Furi, Furare",2020,7.26,Finished,1,"['Drama', 'Romance']",Manga
Tsukuyomi: Moon Phase,2004,6.93,Finished,25,"['Comedy', 'Fantasy', 'Romance']",Manga
Dragonaut: The Resonance,2007,6.59,Finished,25,"['Action', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Original
Kimi ni Todoke: Kataomoi,2011,7.17,Finished,1,['Romance'],Manga
D.C.: Da Capo,2003,6.71,Finished,26,"['Drama', 'Romance']",Source
Amaenaide yo!!,2005,6.44,Finished,12,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Toaru Hikuushi e no Tsuioku,2011,7.6,Finished,1,"['Adventure', 'Romance']",Light novel
Kemonozume,2006,7.35,Finished,13,"['Action', 'Avant Garde', 'Horror', 'Romance', 'Supernatural']",Original
Kidou Senshi Zeta Gundam,1985,7.9,Finished,50,"['Drama', 'Romance', 'Sci-Fi']",Original
Toshokan Sensou,2008,7.43,Finished,12,"['Action', 'Comedy', 'Romance']",Novel
Seijo no Maryoku wa Bannou desu Season 2,2023,7.42,Finished,12,"['Fantasy', 'Romance']",Light novel
Giniro no Kami no Agito,2006,7.05,Finished,1,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Original
Magic Kaito,2010,7.77,Finished,12,"['Adventure', 'Comedy', 'Romance']",Manga
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",2014,7.15,Finished,1,"['Comedy', 'Romance']",Light novel
Accel World: Infinite∞Burst,2016,6.62,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Light novel
Maison Ikkoku,1986,8.19,Finished,96,"['Comedy', 'Drama', 'Romance']",Manga
Cossette no Shouzou,2004,6.78,Finished,3,"['Drama', 'Horror', 'Romance', 'Supernatural']",Original
Hajimete no Gal: Hajimete no Bunkasai,2017,6.46,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Manga
Nogizaka Haruka no Himitsu Purezza ♪,2009,7.17,Finished,12,"['Comedy', 'Romance']",Light novel
Shiro Seijo to Kuro Bokushi,2023,7.37,Finished,12,"['Fantasy', 'Romance']",4-koma manga
Tayutama: Kiss on My Deity,2009,6.71,Finished,12,"['Romance', 'Supernatural']",Visual novel
Mushikaburi-hime,2022,6.86,Finished,12,"['Drama', 'Fantasy', 'Romance']",Light novel
Escaflowne,2000,7.06,Finished,1,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Source
Inukami!,2006,7.23,Finished,26,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Light novel
Kekkon Yubiwa Monogatari,2024,6.4,Airing,12,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Manga
Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,2023,8.07,Finished,1,"['Drama', 'Romance', 'Supernatural']",Light novel
Hanasakeru Seishounen,2009,7.69,Finished,39,"['Drama', 'Romance']",Manga
Kidou Butouden G Gundam,1994,7.58,Finished,49,"['Action', 'Drama', 'Romance', 'Sci-Fi']",Original
Niehime to Kemono no Ou,2023,7.99,Finished,24,"['Fantasy', 'Romance']",Manga
Kodomo no Omocha (TV),1996,8.06,Finished,102,"['Comedy', 'Drama', 'Romance']",Manga
Fushigi no Umi no Nadia,1990,7.52,Finished,39,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi']",Original
"""Bungaku Shoujo"" Movie",2010,7.33,Finished,1,"['Drama', 'Mystery', 'Romance']",Light novel
Sumomomo Momomo: Chijou Saikyou no Yome,2006,6.84,Finished,22,"['Action', 'Comedy', 'Romance']",Manga
Captain Earth,2014,6.4,Finished,25,"['Action', 'Romance', 'Sci-Fi']",Original
Aa! Megami-sama! Sorezore no Tsubasa,2006,7.54,Finished,22,"['Comedy', 'Romance', 'Supernatural']",Manga
Ayakashi Triangle,2023,6.44,Finished,12,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Bishoujo Senshi Sailor Moon R: The Movie,1993,7.72,Finished,1,"['Drama', 'Romance']",Manga
Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,2019,7.27,Finished,1,"['Comedy', 'Romance']",Source
Kanon,2002,7.07,Finished,13,"['Drama', 'Romance', 'Supernatural']",Visual novel
"Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest",2013,6.63,Finished,1,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Light novel
7 Seeds 2nd Season,2020,7.05,Finished,12,"['Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Source
5-toubun no Hanayome∽,2023,8.0,Finished,2,"['Comedy', 'Romance']",Manga
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",2016,8.15,Finished,1,"['Comedy', 'Fantasy', 'Romance']",Manga
Ojou to Banken-kun,2023,5.66,Finished,13,['Romance'],Manga
Suki tte Ii na yo. Dareka ga,2013,7.23,Finished,1,['Romance'],Manga
Toradora! Recap,2009,7.43,Finished,1,"['Comedy', 'Romance']",Light novel
30-sai no Hoken Taiiku,2011,6.62,Finished,12,"['Romance', 'Ecchi']",Book
Shin Shirayuki-hime Densetsu Prétear,2001,7.16,Finished,13,"['Drama', 'Fantasy', 'Romance']",Manga
Mahoromatic: Automatic Maiden,2001,7.14,Finished,12,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Source
Otome wa Boku ni Koishiteru,2006,7.02,Finished,12,"['Comedy', 'Drama', 'Romance']",Visual novel
Shakugan no Shana Movie,2007,7.37,Finished,1,"['Action', 'Fantasy', 'Romance']",Light novel
School Rumble San Gakki,2008,7.29,Finished,2,"['Comedy', 'Romance']",Manga
Ayashi no Ceres,2000,7.18,Finished,24,"['Adventure', 'Drama', 'Horror', 'Romance', 'Supernatural']",Manga
Tsubasa: Shunraiki,2009,8.09,Finished,2,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",Manga
Hana yori Dango,1996,7.59,Finished,51,"['Drama', 'Romance']",Manga
Kämpfer für die Liebe,2011,6.44,Finished,2,"['Action', 'Comedy', 'Romance', 'Ecchi']",Light novel
Koi to Producer: EVOL×LOVE,2020,6.18,Finished,12,"['Mystery', 'Romance', 'Sci-Fi']",Game
Acchi Kocchi: Place=Princess,2012,7.46,Finished,1,"['Comedy', 'Romance']",4-koma manga
Air Movie,2005,7.22,Finished,1,"['Drama', 'Romance', 'Supernatural']",Visual novel
Kono Minikuku mo Utsukushii Sekai,2004,6.7,Finished,12,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",Source
Bishoujo Senshi Sailor Moon Crystal Season III,2016,7.76,Finished,13,"['Fantasy', 'Romance']",Manga
Uta no☆Prince-sama♪ Maji Love Revolutions,2015,7.01,Finished,13,"['Comedy', 'Romance']",Visual novel
Bonjour♪Koiaji Pâtisserie,2014,6.09,Finished,24,"['Gourmet', 'Romance']",Source
Yuragi-sou no Yuuna-san OVA,2018,7.09,Finished,4,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Source
Suki tte Ii na yo.: Mei and Marshmallow,2012,6.85,Finished,10,['Romance'],Manga
School Rumble: Ichi Gakki Hoshuu,2005,7.71,Finished,2,"['Comedy', 'Romance']",Manga
Ai Yori Aoshi: Enishi,2003,7.11,Finished,12,"['Comedy', 'Drama', 'Romance']",Manga
Nobunaga Concerto,2014,7.53,Finished,10,"['Comedy', 'Romance']",Manga
Tonikaku Kawaii: Kaisou,2020,7.41,Finished,1,"['Comedy', 'Romance']",Manga
Eikoku Koi Monogatari Emma,2005,7.61,Finished,12,"['Drama', 'Romance']",Manga
Amagami SS OVA,2011,7.22,Finished,6,['Romance'],Visual novel
Love Hina Christmas Special: Silent Eve,2000,7.31,Finished,1,"['Comedy', 'Romance']",Manga
Date A Live V,2024,0.0,Not yet aired,12,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Light novel
Haiyore! Nyaruko-san F,2015,7.44,Finished,1,"['Comedy', 'Romance', 'Sci-Fi']",Light novel
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,2024,0.0,Not yet aired,?,"['Comedy', 'Romance']",Light novel
Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,2011,6.75,Finished,1,"['Action', 'Comedy', 'Mystery', 'Romance']",Light novel
Kamikaze Kaitou Jeanne,1999,7.46,Finished,44,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural']",Manga
Magic-Kyun! Renaissance,2016,7.01,Finished,13,"['Fantasy', 'Romance']",Mixed media
Shuffle! Memories,2007,6.53,Finished,12,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi']",Visual novel
Marmalade Boy,1994,7.43,Finished,76,"['Comedy', 'Drama', 'Romance']",Manga
Asa made Jugyou Chu!,2012,6.04,Finished,1,"['Comedy', 'Romance', 'Erotica']",Manga
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,2015,7.22,Finished,1,"['Comedy', 'Romance']",Manga
Meiji Tokyo Renka,2019,7.04,Finished,12,"['Romance', 'Supernatural']",Visual novel
School Days: Valentine Days,2008,5.79,Finished,1,"['Comedy', 'Romance']",Visual novel
Little Busters! EX,2014,7.68,Finished,8,"['Comedy', 'Drama', 'Romance', 'Supernatural']",Visual novel
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,1994,7.69,Finished,1,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Manga
Kidou Senkan Nadesico,1996,7.49,Finished,26,"['Action', 'Romance', 'Sci-Fi']",Original
Natsu no Arashi!,2009,7.24,Finished,13,"['Comedy', 'Romance', 'Supernatural']",Manga
Aa! Megami-sama!,1993,7.29,Finished,5,"['Comedy', 'Romance', 'Supernatural']",Manga
Hiiro no Kakera 2nd Season,2012,7.16,Finished,13,"['Fantasy', 'Romance']",Visual novel
Sugar Apple Fairy Tale Part 2,2023,7.63,Finished,12,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Light novel
Seto no Hanayome OVA,2008,7.82,Finished,2,"['Comedy', 'Romance']",Source
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,2001,7.18,Finished,1,"['Adventure', 'Comedy', 'Romance']",Manga
Gekai Elise,2024,7.34,Airing,12,"['Fantasy', 'Romance']",Web manga
Seikai no Monshou,1999,7.63,Finished,13,"['Action', 'Romance', 'Sci-Fi']",Light novel
Kamichama Karin,2007,7.2,Finished,26,"['Comedy', 'Fantasy', 'Romance']",Manga
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,2014,7.13,Finished,1,"['Comedy', 'Romance']",4-koma manga
White Album 2nd Season,2009,6.76,Finished,13,"['Drama', 'Romance']",Visual novel
Tonikaku Kawaii: Joshikou-hen,2023,7.75,Finished,4,"['Comedy', 'Romance']",Manga
Amaenaide yo!! Katsu!!,2006,6.64,Finished,12,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Bakemonogatari Recap,2009,7.29,Finished,1,"['Mystery', 'Romance', 'Supernatural']",Light novel
Zero no Tsukaima: Princesses no Rondo Picture Drama,2008,6.91,Finished,7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Kimi ni Todoke 2nd Season: Minitodo Gekijou,2011,7.31,Finished,3,"['Comedy', 'Romance']",Manga
Ginban Kaleidoscope,2005,7.3,Finished,12,"['Drama', 'Romance', 'Sports', 'Supernatural']",Light novel
Tonagura!,2006,6.69,Finished,13,"['Comedy', 'Romance', 'Ecchi']",Manga
Tenshi Kinryouku,2000,6.26,Finished,3,"['Action', 'Drama', 'Romance', 'Supernatural']",Manga
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",2014,7.17,Finished,1,"['Drama', 'Romance', 'Sci-Fi']",Original
Onegai☆Teacher: Himitsu na Futari,2002,7.28,Finished,1,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Original
Macross Plus,1994,7.71,Finished,4,"['Drama', 'Romance', 'Sci-Fi']",Original
Kamisama Kazoku,2006,7.1,Finished,13,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Light novel
Turn A Gundam,1999,7.77,Finished,50,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Romance', 'Sci-Fi']",Original
Kimagure Orange☆Road,1987,7.53,Finished,48,"['Comedy', 'Drama', 'Romance']",Manga
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,2017,7.16,Finished,1,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Kara no Kyoukai Remix: Gate of Seventh Heaven,2009,7.54,Finished,1,"['Action', 'Mystery', 'Romance', 'Suspense']",Light novel
Asobi ni Iku yo!: Asobi ni Oide,2011,6.74,Finished,1,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Light novel
Macross: Do You Remember Love?,1984,7.94,Finished,1,"['Action', 'Romance', 'Sci-Fi']",Original
Rokudou no Onna-tachi,2023,6.43,Finished,12,"['Comedy', 'Romance']",Manga
Chobits: Chibits,2003,6.97,Finished,1,"['Comedy', 'Romance']",Manga
Jaku-Chara Tomozaki-kun Specials,2021,6.69,Finished,2,"['Drama', 'Romance']",Light novel
Ristorante Paradiso,2009,7.31,Finished,11,"['Drama', 'Gourmet', 'Romance']",Manga
Jingai-san no Yome,2018,5.79,Finished,12,"['Comedy', 'Fantasy', 'Romance']",4-koma manga
Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,2016,6.72,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Manga
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",2013,6.7,Finished,1,"['Comedy', 'Romance', 'Ecchi']",Light novel
